,cited_assignee,cited_publication_number,citing_publication_number,citing_assignee,cited_cpc_code,citing_cpc_code,filing_year
4334,FACEBOOK INC,US-2018060041-A1,US-10404938-B1,STEELCASE INC,G06Q30/06,H04N7/147,2016
4335,STITCH FIX INC,US-2017316485-A1,US-10417273-B2,IBM,G06Q30/06,G06F16/44,2016
4336,ZHEJIANG RIGHT DIGITAL TECH CO LTD,US-2017364995-A1,US-10313445-B2,ROLF OESTERGAARD APS,G06Q30/06,H04L67/12,2016
4337,MASTERCARD INTERNATIONAL INC,US-2016379290-A1,US-2018285859-A1,SZETO MARGARET,G06Q30/06,G06Q20/34,2016
4338,JONES MARTIN KELLY,US-2016174044-A1,US-10474815-B2,BIOCATCH LTD,G06Q30/06,G06F21/55,2016
4339,NEXTEV USA INC,US-2018012091-A1,US-10336213-B2,AUDI AG,G06Q30/06,B60L15/20,2016
4340,UNIV HEFEI TECHNOLOGY,CN-106651519-A,CN-107833117-A,UNIV HEFEI TECHNOLOGY,G06Q30/06,G06Q30/06,2016
4341,ODD CONCEPTS INC,WO-2018043990-A1,EP-3557441-A1,SAMSUNG ELECTRONICS CO LTD,G06Q30/06,G06F16/73,2017
4342,CJ E&M CORP,KR-101790312-B1,KR-101981616-B1,PERSONA MEDIA CO LTD,G06Q30/06,G06Q30/02,2016
4343,BEIJING KNOWNSEC INFORMATION TECH CO LTD,CN-106779929-A,CN-108961641-A,CIVIL AVIATION CHENGDU ELECTRONIC TECH CO LTD,G06Q30/06,G08B13/26,2016
4344,PAYPAL INC,US-2018174222-A1,US-10521837-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q30/06,2016
4345,TENCENT TECH (SHENZHEN) CO LTD,CN-105589975-A,WO-2018099319-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,H04L67/18,2016
4346,KODAK ALARIS INC,US-2017352083-A1,US-10460487-B2,SHANGHAI XIAOYI TECHNOOGY CO LTD,G06Q30/06,H04N5/265,2017
4347,FERRARI CRISTIANO,US-2017249681-A1,US-10239614-B2,WING AVIATION LLC,G06Q30/06,B64C39/02,2016
4348,BODEGA AI INC,US-2018165728-A1,US-10507787-B2,NURO INC,G06Q30/06,B60R21/34,2017
4349,RAISE MARKETPLACE INC,US-2017186057-A1,US-10102526-B1,MADISETTI VIJAY K,G06Q30/06,G06Q20/38,2016
4350,SHANGHAI CLOUD PICK INTELLIGNET TECH CO LTD,CN-108551658-A,WO-2019120040-A1,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,G06K9/006,2018
4351,PRICER AB,US-2016260163-A1,US-10198988-B2,CLOVERLEAF MEDIA LLC,G06Q30/06,G09G3/32,2016
4352,SHANGHAI CLOUD PICK INTELLIGNET TECH CO LTD,CN-108332829-A,WO-2019144691-A1,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,G06Q30/06,2018
4353,MAZED MOHAMMAD A,US-2017316487-A1,US-10416565-B2,INTEL CORP,G06Q30/06,G03F7/70,2017
4354,BANK OF AMERICA,US-10108996-B2,US-10210345-B2,BANK OF AMERICA,G06Q30/06,G06F21/62,2016
4355,CAPTURELIFE INC,US-2016283099-A1,US-10331750-B2,FACEBOOK INC,G06Q30/06,G06F16/95,2016
4356,WAL MART STORES INC,US-2018040044-A1,US-10198711-B2,WALMART APOLLO LLC,G06Q30/06,G06Q10/08,2017
4357,MACINTOSH BRIAN T,US-2017221121-A1,US-10121086-B2,TOSHIBA KK,G06Q30/06,G06K9/325,2017
4358,HITACHI LTD,US-2016284013-A1,US-10138062-B2,WALMART APOLLO LLC,G06Q30/06,B65G1/137,2016
4359,WAL-MART STORES INC,US-2017221129-A1,US-10417387-B2,WALMART APOLLO LLC,G06Q30/06,G06F19/34,2016
4360,AHMAD MIRZA M,US-2016117762-A1,US-10498784-B2,SHANGHAI HODE INFORMATION TECH CO LTD,G06Q30/06,H04L65/40,2016
4361,BANK OF AMERICA,US-2017345074-A1,US-10552468-B2,QUID INC,G06Q30/06,G06F16/35,2016
4362,LOOP COMMERCE INC,US-2018247367-A1,US-10540630-B2,LOOP COMMERCE INC,G06Q30/06,G06Q10/08,2018
4363,BEIJING SCIENCE & TECH CO THREE FAST ONLINE,CN-108717652-A,WO-2019184460-A1,BEIJING SANKUAI ONLINE TECH CO LTD,G06Q30/06,G06Q30/06,2018
4364,ADOBE SYSTEMS INC,US-2017228804-A1,US-2017318110-A1,IBM,G06Q30/06,H04L67/26,2016
4365,GRABANGO CO,US-2018232796-A1,US-10474988-B2,STANDARD COGNITION CORP,G06Q30/06,G06Q10/08,2018
4366,KIMREE HI-TECH INC,US-2016260156-A1,US-10244793-B2,JUUL LABS INC,G06Q30/06,A24F47/00,2016
4367,ZENG LINGXIA,CN-106355464-A,CN-107451908-A,TAICANG ZHILIAN INFORMATION TECH CO LTD,G06Q30/06,G06Q30/06,2016
4368,WAL-MART STORES INC,US-2018005312-A1,US-10198711-B2,WALMART APOLLO LLC,G06Q30/06,G06Q10/08,2017
4369,EBAY INC,KR-20170133455-A,KR-102065561-B1,SHIM WON HEE,G06Q30/06,G06Q30/06,2016
4370,MONTICELLO ENTPR LLC,US-2018019984-A1,TW-I661312-B,UNIV NATIONAL CHIAO TUNG,G06Q30/06,H04L47/82,2017
4371,WAL-MART STORES INC,US-2017243279-A1,WO-2019046070-A1,FLEISCHMANN ROBERT,G06Q30/06,G06Q10/08,2017
4372,PAYPAL INC,US-2017099575-A1,US-10210469-B2,IBM,G06Q30/06,G06Q10/06,2016
4373,JIANGSU BAIXUE ELECTRIC APPLIANCES CO LTD,CN-106297010-A,CN-108335407-A,NINGXIA LINGZHI TECH CO LTD,G06Q30/06,G07F11/00,2016
4374,UNIV HUBEI NORMAL,CN-105447746-A,CN-107067621-A,HUNAN FREEGO TECH CO LTD,G06Q30/06,G08B13/24,2016
4375,WAYWEARABLE INC,KR-20180064326-A,KR-20200011728-A,ZEOSIS CO LTD,G06Q30/06,G06Q30/02,2016
4376,DIMENSIONALMECHANICS INC,US-2017004567-A1,US-2018350148-A1,PERFECTFIT SYSTEMS PVT LTD,G06Q30/06,G06T19/00,2016
4377,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,US-2018268324-A1,US-10458806-B2,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,G06Q30/06,G06Q50/30,2018
4378,CAPITAL ONE SERVICES LLC,US-10007948-B1,US-10134084-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q30/06,2017
4379,EBAY INC,US-2016283997-A1,US-10360611-B2,EBAY INC,G06Q30/06,G06Q30/06,2016
4380,MONTICELLO ENTPR LLC,US-2018019984-A1,US-10366443-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q30/06,2017
4381,HANGZHOU LINK TECH CO LTD,CN-106709793-A,CN-108454114-A,UNIV ZHEJIANG SCIENCE & TECH,G06Q30/06,G06F3/121,2017
4382,RATHUS SPENCER A,US-2017169495-A1,US-10157332-B1,A9 COM INC,G06Q30/06,G06K9/625,2016
4383,TRUECAR INC,US-2017286983-A1,US-10217123-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2017
4384,JOVISION TECH CO LTD,CN-106846087-A,CN-107481023-A,JOVISION TECH CO LTD,G06Q30/06,G06Q30/01,2016
4385,WAL-MART STORES INC,US-2017323359-A1,US-10319204-B1,ZEBRA TECH CORPORATION,G06Q30/06,G08B13/19,2017
4386,BROTHER IND LTD,US-2016292772-A1,US-9904881-B2,BROTHER IND LTD,G06Q30/06,G06K15/40,2016
4387,SQUARE INC,US-9928540-B1,US-10560807-B2,CURBSIDE INC,G06Q30/06,G06Q10/06,2016
4388,HEFEI KANGDONG FUSHUANG INFORMATION TECH CO LTD,CN-107507061-A,CN-108182732-A,KUNSHAN DIANFENG YUNZHI NETWORK TECH CO LTD,G06Q30/06,G07B11/00,2017
4389,SEARS BRANDS LLC,US-2016225063-A1,US-10585687-B2,IBM,G06Q30/06,G06F9/453,2016
4390,SHANGHAI WAN CHEN AGEL E-COMMERCE CO LTD,CN-105976218-A,CN-107845028-A,JINSE JIAYUAN NETWORK TECH CO LTD,G06Q30/06,G06Q30/06,2016
4391,ALIGN COMMERCE CORP,WO-2017070469-A1,WO-2019084571-A1,VOLTOLINI MAGDA,G06Q30/06,H04L9/323,2016
4392,PROCTER & GAMBLE,US-2017270593-A1,WO-2020041030-A1,PROCTER & GAMBLE,G06Q30/06,A61B5/103,2017
4393,SIN KYUNG TAE,KR-101832946-B1,KR-101992986-B1,JONGDAL LAB,G06Q30/06,G06Q30/06,2016
4394,OPERR TECH INC,US-2017220966-A1,US-2018032286-A1,KYOCERA DOCUMENT SOLUTIONS INC,G06Q30/06,G06F3/121,2016
4395,3D PRODUCT IMAGING INC,US-2016253746-A1,US-2017139672-A1,X DEV LLC,G06Q30/06,G06F3/167,2016
4396,GOOGLE INC,US-2017140451-A1,US-2018165081-A1,VERIZON PATENT & LICENSING INC,G06Q30/06,G06F8/61,2017
4397,DAMY JULIAN,US-2017132694-A1,US-10579206-B2,SAMSUNG ELECTRONICS CO LTD,G06Q30/06,H04N21/44,2016
4398,MFG RESOURCES INT INC,US-2016335705-A1,US-10269156-B2,MRI INC,G06Q30/06,G06T11/60,2016
4399,SHANGHAI CLOUD PICK INTELLIGNET TECH CO LTD,CN-108551658-A,WO-2019120040-A1,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,G06Q30/06,2018
4400,BEIJING SCIENCE & TECH CO THREE FAST ONLINE,CN-107424043-A,EP-3506124-A1,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP LTD,G06Q30/06,G06F16/95,2017
4401,MAVATAR TECH INC,US-2016321737-A1,WO-2018112230-A1,McCreary Lori,G06Q30/06,G06F21/60,2016
4402,WON SANG HUN,KR-101816609-B1,KR-102003559-B1,THE SHOON CO LTD,G06Q30/06,G06Q50/08,2017
4403,BEIJING SCIENCE & TECH CO THREE FAST ONLINE,CN-106447433-A,CN-106875299-A,JINAN YUANFA INFORMATION TECH CO LTD,G06Q30/06,G06Q50/12,2016
4404,STATE GRID CORP CHINA,CN-107240001-A,CN-108282474-A,UNIV SHANDONG,G06Q30/06,H04L63/08,2017
4405,BEIJING JINGDONG CENTURY TRADING CO LTD,CN-109034973-A,WO-2020020137-A1,BEIJING JINGDONG CENTURY TRADING CO LTD,G06Q30/06,G06Q30/06,2018
4406,NOBLE REBECCA,US-2018012281-A1,US-2019230181-A1,WANG KEVIN SUNLIN,G06Q30/06,H04L67/28,2017
4407,INTELLIRESPONSE SYSTEMS INC,US-2016358240-A1,US-2017357635-A1,ROVI GUIDES INC,G06Q30/06,G06F16/24,2016
4408,WUHAN QIMI NETWORK TECH CO LTD,CN-107492021-A,CN-108900609-A,CHONGQING XIAOYUDIAN PETTY LOAN CO LTD,G06Q30/06,H04L67/14,2017
4409,EBAY INC,US-10121175-B2,US-10360611-B2,EBAY INC,G06Q30/06,G06Q30/06,2017
4410,PEREZ ALEJANDRO EVARISTO,US-2018144378-A1,US-10318757-B1,MICROSOFT TECHNOLOGY LICENSING LLC,G06Q30/06,G06F21/62,2017
4411,ACCENTURE GLOBAL SOLUTIONS LTD,US-2018130114-A1,US-10282772-B2,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q30/06,2016
4412,INTEL CORP,WO-2016200597-A1,WO-2018236505-A1,MICROSOFT TECHNOLOGY LICENSING LLC,G06Q30/06,H04L9/326,2016
4413,TRUECAR INC,US-2018158086-A1,US-10269031-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2018
4414,IBM,US-2017161815-A1,CN-108337226-A,INST ACOUSTICS CAS,G06Q30/06,H04L63/14,2017
4415,MFG RESOURCES INT INC,US-2016335705-A1,US-10467610-B2,MRI INC,G06Q30/06,G06Q20/20,2016
4416,SHENZHEN AVATAR CONTROLS CO LTD,CN-108256976-A,WO-2019144727-A1,SHENZHEN AVATAR CONTROLS CO LTD,G06Q30/06,G06Q30/06,2018
4417,ADIDAS AG,US-2016364790-A1,US-2018114263-A1,AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC,G06Q30/06,G06Q30/06,2016
4418,MINDTREE LTD,US-2019108561-A1,US-10540551-B2,MASHGIN INC,G06Q30/06,G06K9/006,2018
4419,KIM RONG DON,CN-105913277-A,CN-106875473-A,BEIJING TONGZHENG FACILITY EQUIPMENT CO LTD,G06Q30/06,G06T17/00,2016
4420,IBM,US-2017278172-A1,CN-108052973-A,PLA STRATEGIC SUPPORT UNIT INFORMATION ENGINEERING UNIV,G06Q30/06,G06K9/628,2016
4421,TENCENT TECH (SHENZHEN) COMPANY LTD,US-2016307252-A1,WO-2020007141-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/06,2016
4422,TRUECAR INC,US-2017109833-A1,US-10515382-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2016
4423,BEIJING DONGFANGCHEYUN INFORMATION TECH CO LTD,CN-105701698-A,CN-106709757-A,BEIJING 58 INF TECH CO LTD,G06Q30/06,G06Q30/02,2016
4424,WALMART APOLLO LLC,US-2018300788-A1,US-2019096209-A1,INTEL CORP,G06Q30/06,G08B13/24,2018
4425,MINSELY CLIFTON P,US-2019122293-A1,US-2019206165-A1,TAIWAN FU HSING IND CO LTD,G06Q30/06,G07C9/003,2018
4426,TANG GRACE,US-2017293958-A1,US-2018040161-A1,QUALTRICS LLC,G06Q30/06,G06T19/00,2017
4427,BECKHAM BRITTANY FLETCHER,US-2017011452-A1,US-2018218433-A1,PENNER ROBERT,G06Q30/06,G06Q30/06,2016
4428,NIKE INC,US-2016343057-A1,US-10181142-B2,JANE TECH INC,G06Q30/06,G06Q30/06,2016
4429,GREAT-CIRCLE TECH INC,US-2017069009-A1,US-2018046455-A1,FMR LLC,G06Q30/06,G06F8/71,2016
4430,TRUECAR INC,US-2017286983-A1,US-10262344-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2017
4431,SUNFENG LICHEN,US-2018189848-A1,US-2019253426-A1,RUSHLINE LLC,G06Q30/06,H04L63/10,2017
4432,ALIBABA GROUP HOLDING LTD,US-2017039628-A1,US-10496763-B2,BEST APPS LLC,G06Q30/06,G06F17/50,2016
4433,MX TECH INC,US-2017255793-A1,US-2018285859-A1,JIANG CHUNXI,G06Q30/06,G06Q30/02,2017
4434,ZHU LIANGHONG,CN-106462897-A,CN-107767225-A,CHINA AVIATION INFORMATION MOBILE TECH CO LTD,G06Q30/06,G06Q30/06,2016
4435,BEIJING DIDI INFINITY TECH AND DEV CO LTD,WO-2017028821-A1,WO-2019037549-A1,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,G06Q30/06,G01C21/36,2016
4436,CROWN PACKAGING TECHNOLOGY INC,US-2016292697-A1,US-10457511-B2,FUJI XEROX CO LTD,G06Q30/06,G03G15/20,2016
4437,AZOVA INC,WO-2016144784-A1,US-9773501-B1,SORENSON IP HOLDINGS LLC,G06Q30/06,G10L15/26,2016
4438,FOSHAN IMPACT TECH CO LTD,CN-107274240-A,CN-108844505-A,LIANJIA BEIJING TECH CO LTD,G06Q30/06,G01B21/00,2016
4439,MFG RESOURCES INT INC,US-2016335705-A1,US-10313037-B2,MRI INC,G06Q30/06,H04N21/24,2016
4440,HERKEN ROLF,US-2018144380-A1,US-10277701-B2,FACEBOOK INC,G06Q30/06,H04L67/28,2016
4441,RES INST OF HUAZHONG UNIV OF SCIENCE AND TECH IN SHENZHEN,CN-106779957-A,CN-107527294-A,SHANGHAI YOUME INFORMATION TECH CO LTD,G06Q30/06,G06Q50/00,2016
4442,NEXTEV USA INC,US-2018012279-A1,US-10157364-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q10/08,2016
4443,SQUARE INC,US-9928540-B1,US-10560807-B2,CURBSIDE INC,G06Q30/06,H04W4/029,2016
4444,NEXTEV USA INC,US-2018009327-A1,US-10395440-B2,NIO USA INC,G06Q30/06,G07C5/008,2016
4445,IBM,US-2017206589-A1,US-10565547-B2,WAYFAIR LLC,G06Q30/06,G06Q10/08,2016
4446,XIAO LINGJUN,CN-107330765-A,CN-107845193-A,WU BING,G06Q30/06,G07F11/00,2017
4447,AZOVA INC,WO-2016144784-A1,US-9974111-B1,SORENSON IP HOLDINGS LLC,G06Q30/06,H04W76/14,2016
4448,NIE DI,CN-105931103-A,CN-109044123-A,BEIJING YIXIANGYUN TECH CO LTD,G06Q30/06,A47J37/08,2016
4449,ALIBABA GROUP HOLDING LTD,CN-107230123-A,CN-109242601-A,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/06,2016
4450,DUAN YUANWEN,CN-107067290-A,CN-108766316-A,JINGMEN PINCHUANG COMMUNICATION TECH CO LTD,G06Q30/06,G09F25/00,2017
4451,CHANGE UP INC,US-2016300283-A1,US-2019236655-A1,Givewith LLC,G06Q30/06,G06Q30/02,2016
4452,MALONE STEVEN,US-2018260868-A1,US-2019130748-A1,MANDO CORP,G06Q30/06,G08G1/141,2017
4453,SUNDARAM VISHNU GURUSAMY,US-2017116661-A1,US-2018061270-A1,IBM,G06Q30/06,G09B19/00,2016
4454,NAKANO YOICHIRO,US-2017270601-A1,US-2018071624-A1,GREE INC,G06Q30/06,A63F13/35,2017
4455,CLEAR RES CORP,US-2016225053-A1,US-2017154240-A1,VLOGGSTA INC,G06Q30/06,G06K9/620,2016
4456,SHAPIRO JOSEPH M,US-2016217518-A1,US-10386818-B2,HONEYWELL INT INC,G06Q30/06,G05B19/40,2016
4457,ARPENT LLC,US-2016232627-A1,US-10397791-B2,FUTUREWEI TECHNOLOGIES INC,G06Q30/06,H04W16/06,2016
4458,EBAY INC,US-2018137551-A1,US-10223587-B2,SOLYSTIC,G06Q30/06,G06K9/005,2016
4459,AMWAY CORP,US-2017109772-A1,IT-201700121819-A1,MASTRIANI DOMENICO,G06Q30/06,G06Q30/01,2016
4460,BOE TECHNOLOGY GROUP CO LTD,CN-107424012-A,CN-108564414-A,WEIWOJIANGXIN TECH HANGZHOU CO LTD,G06Q30/06,G06Q30/02,2017
4461,TRUECAR INC,US-2016364783-A1,US-10078844-B1,SUMMIT RESOURCES LLC,G06Q30/06,G06Q30/02,2016
4462,SUINNO OY,US-2018040045-A1,US-10078661-B1,IBM,G06Q30/06,G06F17/30,2017
4463,GOGORO INC,US-2017039631-A1,EP-3533661-A1,KWANG YANG MOTOR CO,G06Q30/06,B60L53/80,2016
4464,SAMSUNG ELECTRONICS CO LTD,US-2018137550-A1,US-10579738-B2,VOICEBOX TECH CORPORATION,G06Q30/06,G06F17/27,2017
4465,FACEBOOK INC,US-2018025405-A1,US-2018101887-A1,IBM,G06Q30/06,G06Q30/06,2016
4466,ADOBE SYSTEMS INC,US-2017228804-A1,US-2018317266-A1,AFERO INC,G06Q30/06,H04W76/11,2016
4467,EBAY INC,US-9754308-B2,US-10318573-B2,YAHOO! INC,G06Q30/06,G06F16/53,2016
4468,WAL-MART STORES INC,US-2017221120-A1,US-10528633-B2,IBM,G06Q30/06,G06F16/95,2016
4469,SHACHIHATA INC,EP-3048570-A1,EP-3199364-A1,SHACHIHATA INC,G06Q30/06,B41C1/144,2016
4470,KHOMENKO MARIA,US-2016174044-A1,US-10298614-B2,BIOCATCH LTD,G06Q30/06,H04L63/14,2016
4471,TOP MY TANK LLC,US-2016321740-A1,CN-108680229-A,GEELY HOLDING GROUP CO LTD,G06Q30/06,G01F23/22,2016
4472,IMAGR LTD,WO-2017146595-A1,US-10503961-B2,Indaflow LLC,G06Q30/06,G06K9/002,2017
4473,NIO USA INC,US-10388081-B2,US-10569740-B2,KIA MOTORS CORP,G06Q30/06,B60R25/24,2016
4474,BODEGA AI INC,US-2018165728-A1,US-10328769-B2,NURO INC,G06Q30/06,G05D1/022,2017
4475,ALIGN COMMERCE CORP,WO-2017070469-A1,WO-2019246567-A1,9TH GEAR TECH INC,G06Q30/06,G06Q20/38,2016
4476,DIMENSIONALMECHANICS INC,US-2017004567-A1,US-2017236334-A1,BEIJING BOE MULTIMEDIA TECHNOLOGY CO LTD,G06Q30/06,G06T19/00,2016
4477,DIMENSIONALMECHANICS INC,US-2017004567-A1,US-2017075053-A1,BOE OPTICAL SCIENCE & TECHNOLOGY CO LTD,G06Q30/06,G02B6/003,2016
4478,NEXTEV USA INC,US-2018012224-A1,EP-3531364-A1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q10/08,2016
4479,ALIBABA GROUP HOLDING LTD,US-2016321347-A1,US-10225313-B2,CISCO TECH INC,G06Q30/06,H04L65/80,2016
4480,TRUECAR INC,US-2017109833-A1,US-10262344-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2016
4481,DEMATIC CORP,US-2018025410-A1,US-10427873-B1,SSI SCHAEFER AUTOMATION GMBH DE,G06Q30/06,B65G1/137,2017
4482,WUHAN QIMI NETWORK TECH CO LTD,CN-107492021-A,WO-2019179236-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q40/00,2017
4483,METAIL LTD,US-9665906-B2,US-10134083-B2,METAIL LTD,G06Q30/06,G06T13/20,2016
4484,MEASUR3D INC,US-2017046769-A1,US-10248993-B2,OPTITEX LTD,G06Q30/06,G06Q30/06,2016
4485,SHENZHEN TAOTAOGU INFORMATION TECH CO LTD,CN-106097074-A,CN-106991569-A,NINGXIA LINGZHI TECH CO LTD,G06Q30/06,G06Q20/38,2016
4486,ONETRUST LLC,US-9691090-B1,US-10437860-B2,ONETRUST LLC,G06Q30/06,G06F16/28,2016
4487,ONETRUST LLC,US-9691090-B1,US-10452864-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4488,ONETRUST LLC,US-9691090-B1,US-10452866-B2,ONETRUST LLC,G06Q30/06,G06F21/55,2016
4489,ONETRUST LLC,US-9691090-B1,US-10346637-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4490,ONETRUST LLC,US-9691090-B1,US-9858439-B1,ONETRUST LLC,G06Q30/06,H04L63/10,2016
4491,ONETRUST LLC,US-9691090-B1,US-10564935-B2,ONETRUST LLC,G06Q30/06,G06F8/20,2016
4492,ONETRUST LLC,US-9691090-B1,US-9892442-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4493,ONETRUST LLC,US-9691090-B1,US-9898769-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4494,ONETRUST LLC,US-9691090-B1,US-10503926-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4495,ONETRUST LLC,US-9691090-B1,US-10013577-B1,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4496,ONETRUST LLC,US-9691090-B1,US-10176502-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4497,ONETRUST LLC,US-9691090-B1,US-10585968-B2,ONETRUST LLC,G06Q30/06,G06F40/17,2016
4498,ONETRUST LLC,US-9691090-B1,US-10282700-B2,ONETRUST LLC,G06Q30/06,G06Q10/08,2016
4499,ONETRUST LLC,US-9691090-B1,US-10104103-B1,ONETRUST LLC,G06Q30/06,H04L63/14,2016
4500,ONETRUST LLC,US-9691090-B1,US-10284604-B2,ONETRUST LLC,G06Q30/06,H04L63/20,2016
4501,ONETRUST LLC,US-9691090-B1,US-10416966-B2,ONETRUST LLC,G06Q30/06,G06F8/20,2016
4502,ONETRUST LLC,US-9691090-B1,US-10165011-B2,ONETRUST LLC,G06Q30/06,H04L63/20,2016
4503,ONETRUST LLC,US-9691090-B1,US-9892477-B2,ONETRUST LLC,G06Q30/06,G06Q50/26,2016
4504,ONETRUST LLC,US-9691090-B1,US-10289866-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4505,ONETRUST LLC,US-9691090-B1,US-10275614-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4506,ONETRUST LLC,US-9691090-B1,US-10565161-B2,ONETRUST LLC,G06Q30/06,G06F16/11,2016
4507,ONETRUST LLC,US-9691090-B1,US-9892441-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4508,ONETRUST LLC,US-9691090-B1,US-10437412-B2,ONETRUST LLC,G06Q30/06,G06F3/048,2016
4509,ONETRUST LLC,US-9691090-B1,US-10438016-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4510,ONETRUST LLC,US-9691090-B1,US-10454973-B2,ONETRUST LLC,G06Q30/06,H04L63/20,2016
4511,ONETRUST LLC,US-9691090-B1,US-10558821-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4512,ONETRUST LLC,US-9691090-B1,US-10102533-B2,ONETRUST LLC,G06Q30/06,G06Q30/01,2016
4513,ONETRUST LLC,US-9691090-B1,US-10235534-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4514,ONETRUST LLC,US-9691090-B1,US-10353674-B2,ONETRUST LLC,G06Q30/06,G06F8/20,2016
4515,ONETRUST LLC,US-9691090-B1,US-10445526-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4516,ONETRUST LLC,US-9691090-B1,US-10289867-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4517,ONETRUST LLC,US-9691090-B1,US-10353673-B2,ONETRUST LLC,G06Q30/06,G06F8/20,2016
4518,ONETRUST LLC,US-9691090-B1,US-10204154-B2,ONETRUST LLC,G06Q30/06,G06F16/28,2016
4519,ONETRUST LLC,US-9691090-B1,US-9858439-B1,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4520,ONETRUST LLC,US-9691090-B1,US-10452866-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4521,ONETRUST LLC,US-9691090-B1,US-10572686-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4522,ONETRUST LLC,US-9691090-B1,US-10169609-B1,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4523,ONETRUST LLC,US-9691090-B1,US-10204154-B2,ONETRUST LLC,G06Q30/06,G06F17/30,2016
4524,ONETRUST LLC,US-9691090-B1,US-10419493-B2,ONETRUST LLC,G06Q30/06,H04L63/20,2016
4525,ONETRUST LLC,US-9691090-B1,US-10181051-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4526,ONETRUST LLC,US-9691090-B1,US-10282370-B1,ONETRUST LLC,G06Q30/06,G06F16/28,2016
4527,ONETRUST LLC,US-9691090-B1,US-10026110-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4528,ONETRUST LLC,US-9691090-B1,US-9892477-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4529,ONETRUST LLC,US-9691090-B1,US-10282692-B2,ONETRUST LLC,G06Q30/06,G06Q10/06,2016
4530,ONETRUST LLC,US-9691090-B1,US-10176503-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4531,ONETRUST LLC,US-9691090-B1,US-10430740-B2,ONE TRUST LLC,G06Q30/06,G06Q10/06,2016
4532,ONETRUST LLC,US-9691090-B1,US-10440062-B2,ONETRUST LLC,G06Q30/06,H04L63/20,2016
4533,ONETRUST LLC,US-9691090-B1,US-10510031-B2,ONETRUST LLC,G06Q30/06,G06Q10/06,2016
4534,ONETRUST LLC,US-9691090-B1,US-10586072-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4535,ONETRUST LLC,US-9691090-B1,US-10423996-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4536,ONETRUST LLC,US-9691090-B1,US-10467432-B2,ONETRUST LLC,G06Q30/06,G06F21/62,2016
4537,ONETRUST LLC,US-9691090-B1,US-9892444-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4538,ONETRUST LLC,US-9691090-B1,US-10169788-B2,ONETRUST LLC,G06Q30/06,G06Q30/06,2016
4539,ONETRUST LLC,US-9691090-B1,US-10565236-B1,ONETRUST LLC,G06Q30/06,G06F16/28,2016
